"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
240,4,"ALB","Albania",8,"Kukës",23,"Has",240,"Fajza",NA,"","Commune","Commune","","Fajze"
241,4,"ALB","Albania",8,"Kukës",23,"Has",241,"Gjinaj",NA,"","Commune","Commune","",""
242,4,"ALB","Albania",8,"Kukës",23,"Has",242,"Golaj",NA,"","Commune","Commune","",""
243,4,"ALB","Albania",8,"Kukës",23,"Has",243,"Krumë",NA,"","Bashkia","Bashkia","",""
244,4,"ALB","Albania",8,"Kukës",24,"Kukësit",244,"Arrën",NA,"","Commune","Commune","","Arn"
245,4,"ALB","Albania",8,"Kukës",24,"Kukësit",245,"Bicaj",NA,"","Commune","Commune","",""
246,4,"ALB","Albania",8,"Kukës",24,"Kukësit",246,"Bushtricë",NA,"","Commune","Commune","",""
247,4,"ALB","Albania",8,"Kukës",24,"Kukësit",247,"Gryke-Çaje",NA,"","Commune","Commune","","Gryk-Caje"
248,4,"ALB","Albania",8,"Kukës",24,"Kukësit",248,"Kalis",NA,"","Commune","Commune","",""
249,4,"ALB","Albania",8,"Kukës",24,"Kukësit",249,"Kolsh",NA,"","Commune","Commune","",""
250,4,"ALB","Albania",8,"Kukës",24,"Kukësit",250,"Kukës",NA,"","Bashkia","Bashkia","",""
251,4,"ALB","Albania",8,"Kukës",24,"Kukësit",251,"Malzi",NA,"","Commune","Commune","",""
252,4,"ALB","Albania",8,"Kukës",24,"Kukësit",252,"Shishtavec",NA,"","Commune","Commune","",""
253,4,"ALB","Albania",8,"Kukës",24,"Kukësit",253,"Shtiqen",NA,"","Commune","Commune","","Stiqen"
254,4,"ALB","Albania",8,"Kukës",24,"Kukësit",254,"Surroj",NA,"","Commune","Commune","",""
255,4,"ALB","Albania",8,"Kukës",24,"Kukësit",255,"Terthorë",NA,"","Commune","Commune","",""
256,4,"ALB","Albania",8,"Kukës",24,"Kukësit",256,"Topojan",NA,"","Commune","Commune","",""
257,4,"ALB","Albania",8,"Kukës",24,"Kukësit",257,"Ujmisht",NA,"","Commune","Commune","",""
258,4,"ALB","Albania",8,"Kukës",24,"Kukësit",258,"Zapod",NA,"","Commune","Commune","",""
259,4,"ALB","Albania",8,"Kukës",25,"Tropojës",259,"Bajram Curri",NA,"","Bashkia","Bashkia","",""
260,4,"ALB","Albania",8,"Kukës",25,"Tropojës",260,"Bujan",NA,"","Commune","Commune","",""
261,4,"ALB","Albania",8,"Kukës",25,"Tropojës",261,"Bytyç",NA,"","Commune","Commune","",""
262,4,"ALB","Albania",8,"Kukës",25,"Tropojës",262,"Fierzë",NA,"","Commune","Commune","","Fierze |Bajram Curri"
263,4,"ALB","Albania",8,"Kukës",25,"Tropojës",263,"Lekbibaj",NA,"","Commune","Commune","",""
264,4,"ALB","Albania",8,"Kukës",25,"Tropojës",264,"Llugaj",NA,"","Commune","Commune","",""
265,4,"ALB","Albania",8,"Kukës",25,"Tropojës",265,"Margegaj",NA,"","Commune","Commune","",""
266,4,"ALB","Albania",8,"Kukës",25,"Tropojës",266,"Topojë",NA,"","Commune","Commune","",""
267,4,"ALB","Albania",9,"Lezhë",26,"Kurbinit",267,"Fushë Kuqe",NA,"","Commune","Commune","",""
268,4,"ALB","Albania",9,"Lezhë",26,"Kurbinit",268,"Laç",NA,"","Bashkia","Bashkia","",""
269,4,"ALB","Albania",9,"Lezhë",26,"Kurbinit",269,"Mamurras",NA,"","Bashkia","Bashkia","",""
270,4,"ALB","Albania",9,"Lezhë",26,"Kurbinit",270,"Milot",NA,"","Commune","Commune","",""
271,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",271,"Balldren i Ri",NA,"","Commune","Commune","","Balldren|Balldre i Ri"
272,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",272,"Blinisht",NA,"","Commune","Commune","",""
273,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",273,"Dajç",NA,"","Commune","Commune","",""
274,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",274,"Kallmet",NA,"","Commune","Commune","",""
275,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",275,"Kolsh",NA,"","Commune","Commune","",""
276,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",276,"Lezhë",NA,"","Bashkia","Bashkia","",""
277,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",277,"Shëngjin",NA,"","Commune","Commune","",""
278,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",278,"Shënkoll",NA,"","Commune","Commune","",""
279,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",279,"Ungrej",NA,"","Commune","Commune","",""
280,4,"ALB","Albania",9,"Lezhë",27,"Lezhës",280,"Zejmen",NA,"","Commune","Commune","",""
281,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",281,"Fan",NA,"","Commune","Commune","","Fane"
282,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",282,"Kaçinar",NA,"","Commune","Commune","",""
283,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",283,"Kthellë",NA,"","Commune","Commune","",""
284,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",284,"Orosh",NA,"","Commune","Commune","","Orosh |Reps"
285,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",285,"Rrëshen",NA,"","Bashkia","Bashkia","",""
286,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",286,"Rubik",NA,"","Bashkia","Bashkia","",""
287,4,"ALB","Albania",9,"Lezhë",28,"Mirditës",287,"Selitë",NA,"","Commune","Commune","",""
288,4,"ALB","Albania",9,"Lezhë",29,"Shkodrës",288,"Hajmel",NA,"","Commune","Commune","",""
289,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",289,"Gruemirë",NA,"","Commune","Commune","",""
290,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",290,"Inland Water Body",NA,"","Water body","Water body","",""
291,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",291,"Kastrat",NA,"","Commune","Commune","",""
292,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",292,"Kelmend",NA,"","Commune","Commune","",""
293,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",293,"Koplik",NA,"","Bashkia","Bashkia","",""
294,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",294,"Qendër",NA,"","Commune","Commune","","Qender Koplik|Qender Koplik"
295,4,"ALB","Albania",10,"Shkodër",30,"Malësi e Madhe",295,"Shkrel",NA,"","Commune","Commune","",""
296,4,"ALB","Albania",10,"Shkodër",31,"Pukës",296,"Blerim",NA,"","Commune","Commune","",""
297,4,"ALB","Albania",10,"Shkodër",31,"Pukës",297,"Fierzë",NA,"","Commune","Commune","",""
298,4,"ALB","Albania",10,"Shkodër",31,"Pukës",298,"Fushë Arrëz",NA,"","Bashkia","Bashkia","","Fush Arrez|Fushe Arez"
299,4,"ALB","Albania",10,"Shkodër",31,"Pukës",299,"Gjegjan",NA,"","Commune","Commune","",""
300,4,"ALB","Albania",10,"Shkodër",31,"Pukës",300,"Iballë",NA,"","Commune","Commune","",""
301,4,"ALB","Albania",10,"Shkodër",31,"Pukës",301,"Pukë",NA,"","Bashkia","Bashkia","",""
302,4,"ALB","Albania",10,"Shkodër",31,"Pukës",302,"Qafë Mali",NA,"","Commune","Commune","","Qafemali"
303,4,"ALB","Albania",10,"Shkodër",31,"Pukës",303,"Qelëz",NA,"","Commune","Commune","","Qellez"
304,4,"ALB","Albania",10,"Shkodër",31,"Pukës",304,"Qerret",NA,"","Commune","Commune","",""
305,4,"ALB","Albania",10,"Shkodër",31,"Pukës",305,"Rrapë",NA,"","Commune","Commune","",""
306,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",306,"Ana e Malit",NA,"","Commune","Commune","","Ana Malit"
307,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",307,"Barbullush",NA,"","Commune","Commune","",""
308,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",308,"Berdicë",NA,"","Commune","Commune","",""
309,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",309,"Bushat",NA,"","Commune","Commune","",""
310,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",310,"Dajç",NA,"","Commune","Commune","","Daje |Bregbune"
311,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",311,"Gur i Zi",NA,"","Commune","Commune","","Guri I Zi"
312,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",312,"Postribë",NA,"","Commune","Commune","",""
313,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",313,"Pult",NA,"","Commune","Commune","",""
314,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",314,"Rrethina",NA,"","Commune","Commune","","Rrethinat| Rrethine"
315,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",315,"Shalë",NA,"","Commune","Commune","",""
316,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",316,"Shkodër",NA,"","Bashkia","Bashkia","",""
317,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",317,"Shllak",NA,"","Commune","Commune","",""
318,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",318,"Shosh",NA,"","Commune","Commune","",""
319,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",319,"Temal",NA,"","Commune","Commune","",""
320,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",320,"Vau i Dejës",NA,"","Bashkia","Bashkia","","Vau Dejes"
321,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",321,"Velipojë",NA,"","Commune","Commune","",""
322,4,"ALB","Albania",10,"Shkodër",32,"Shkodrës",322,"Vig Mnelë",NA,"","Commune","Commune","",""
323,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",323,"Golem",NA,"","Commune","Commune","",""
324,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",324,"Gosë",NA,"","Commune","Commune","",""
325,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",325,"Helmes",NA,"","Commune","Commune","","Helmas"
326,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",326,"Kavajë",NA,"","Commune","Commune","",""
327,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",327,"Kryevidh",NA,"","Commune","Commune","",""
328,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",328,"Lekaj",NA,"","Commune","Commune","",""
329,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",329,"Luz i Vogël",NA,"","Commune","Commune","",""
330,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",330,"Rrogozhinë",NA,"","Bashkia","Bashkia","",""
331,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",331,"Sinaballaj",NA,"","Commune","Commune","",""
332,4,"ALB","Albania",11,"Tiranë",33,"Kavajës",332,"Synej",NA,"","Commune","Commune","",""
333,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",333,"Bërxullë",NA,"","Commune","Commune","","Berxull"
334,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",334,"Bërzhitë",NA,"","Commune","Commune","","Berxhite"
335,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",335,"Baldushk",NA,"","Commune","Commune","",""
336,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",336,"Dajt",NA,"","Commune","Commune","",""
337,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",337,"Farkë",NA,"","Commune","Commune","","Sauk"
338,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",338,"Kamëz",NA,"","Bashkia","Bashkia","",""
339,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",339,"Kashar",NA,"","Commune","Commune","",""
340,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",340,"Krrabë",NA,"","Commune","Commune","",""
341,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",341,"Ndroq",NA,"","Commune","Commune","",""
342,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",342,"Paskuqan",NA,"","Commune","Commune","",""
343,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",343,"Petrelë",NA,"","Commune","Commune","","Njesi Bashkiake"
344,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",344,"Pezë",NA,"","Commune","Commune","",""
345,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",345,"Prezë",NA,"","Commune","Commune","",""
346,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",346,"Shëngjergj",NA,"","Commune","Commune","",""
347,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",347,"Tiranë",NA,"","Bashkia","Bashkia","",""
348,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",348,"Vaqarr",NA,"","Commune","Commune","",""
349,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",349,"Vorë",NA,"","Bashkia","Bashkia","",""
350,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",350,"Zall Bastar",NA,"","Commune","Commune","",""
351,4,"ALB","Albania",11,"Tiranë",34,"Tiranës",351,"Zall Herr",NA,"","Commune","Commune","","Zall Her"
352,4,"ALB","Albania",12,"Vlorë",35,"Delvinës",352,"Delvinë",NA,"","Bashkia","Bashkia","",""
353,4,"ALB","Albania",12,"Vlorë",35,"Delvinës",353,"Finiq",NA,"","Commune","Commune","",""
354,4,"ALB","Albania",12,"Vlorë",35,"Delvinës",354,"Mesopotam",NA,"","Commune","Commune","","Mesapotam"
355,4,"ALB","Albania",12,"Vlorë",35,"Delvinës",355,"Vergo",NA,"","Commune","Commune","",""
356,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",356,"Aliko",NA,"","Commune","Commune","",""
357,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",357,"Dhivër",NA,"","Commune","Commune","","Vidher"
358,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",358,"Inland Water Body",NA,"","Water body","Water body","",""
359,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",359,"Konispol",NA,"","Bashkia","Bashkia","",""
360,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",360,"Ksamil",NA,"","Commune","Commune","",""
361,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",361,"Livadhja",NA,"","Commune","Commune","",""
362,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",362,"Lukovë",NA,"","Commune","Commune","",""
363,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",363,"Markat",NA,"","Commune","Commune","",""
364,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",364,"Sarandë",NA,"","Bashkia","Bashkia","",""
365,4,"ALB","Albania",12,"Vlorë",36,"Sarandës",365,"Xarrë",NA,"","Commune","Commune","",""
366,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",366,"Armen",NA,"","Commune","Commune","",""
367,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",367,"Brataj",NA,"","Commune","Commune","",""
368,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",368,"Himarë",NA,"","Commune","Commune","",""
369,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",369,"Hore Vranisht",NA,"","Commune","Commune","","Vranisht"
370,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",370,"Kotë",NA,"","Commune","Commune","",""
371,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",371,"Novoselë",NA,"","Commune","Commune","","Piskal Novosele"
372,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",372,"Orikum",NA,"","Bashkia","Bashkia","",""
373,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",373,"Qendër",NA,"","Commune","Commune","","Qender Pusi"
374,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",374,"Selenicë",NA,"","Bashkia","Bashkia","",""
375,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",375,"Sevaster",NA,"","Commune","Commune","","Sevastar"
376,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",376,"Shushicë",NA,"","Commune","Commune","",""
377,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",377,"Vllahinë",NA,"","Commune","Commune","",""
378,4,"ALB","Albania",12,"Vlorë",37,"Vlorës",378,"Vlorë",NA,"","Bashkia","Bashkia","",""
